ImageID,XMin,XMax,YMin,YMax,ClassName
apple_0001.xml,0.0021231422505307855,0.524416135881104,0.31422505307855625,0.9256900212314225,apple
apple_0001.xml,0.4267515923566879,1.0,0.10828025477707007,0.7346072186836518,apple
apple_0001.xml,0.02335456475583864,0.5010615711252654,0.044585987261146494,0.4861995753715499,apple
apple_0002.xml,0.0026041666666666665,0.5260416666666666,0.3229166666666667,0.90625,apple
apple_0002.xml,0.5078125,0.9973958333333334,0.3776041666666667,1.0,apple
apple_0002.xml,0.2578125,0.8307291666666666,0.0078125,0.5546875,apple
apple_0003.xml,0.08462732919254658,0.8773291925465838,0.09549689440993789,0.8975155279503105,apple
apple_0004.xml,0.20055710306406685,0.8690807799442897,0.10306406685236769,0.8579387186629527,apple
apple_0005.xml,0.36917562724014336,1.0,0.11469534050179211,0.8458781362007168,apple
apple_0005.xml,0.07526881720430108,0.6738351254480287,0.5412186379928315,0.942652329749104,apple
apple_0005.xml,0.06451612903225806,0.4874551971326165,0.15053763440860216,0.6236559139784946,apple
apple_0006.xml,0.06109979633401222,0.9144602851323829,0.04073319755600815,0.90020366598778,apple
apple_0007.xml,0.0008305647840531562,0.5390365448504983,0.11129568106312292,0.867109634551495,apple
apple_0007.xml,0.48255813953488375,1.0,0.4069767441860465,0.9186046511627907,apple
apple_0007.xml,0.46677740863787376,1.0,0.04817275747508306,0.5448504983388704,apple
apple_0008.xml,0.0011560693641618498,0.8450867052023121,0.09710982658959537,0.9167630057803469,apple
apple_0009.xml,0.04116222760290557,0.36803874092009686,0.13075060532687652,0.43825665859564167,apple
apple_0009.xml,0.3559322033898305,0.6755447941888619,0.21549636803874092,0.5060532687651331,apple
apple_0009.xml,0.6416464891041163,0.9539951573849879,0.15980629539951574,0.4745762711864407,apple
apple_0009.xml,0.6731234866828087,1.0,0.6053268765133172,0.9588377723970944,apple
apple_0009.xml,0.34382566585956414,0.6561743341404358,0.08232445520581114,0.3075060532687651,apple
apple_0011.xml,0.44329896907216493,0.8608247422680413,0.13402061855670103,0.5541237113402062,apple
